-49,-56,-52,-73,3
-47,-51,-52,-73,3
-42,-54,-54,-73,3
-44,-54,-54,-69,3
-52,-54,-54,-67,3
-51,-76,-59,-59,3
-45,-61,-59,-69,3
-57,-61,-53,-68,3
-50,-62,-52,-64,3
-50,-65,0,-65,3
-49,-62,-49,-65,3
-49,-58,-61,0,3
-49,-54,-53,-64,3
-46,-55,-52,0,3
-53,-54,-52,-65,3
-52,-61,-53,-68,3
-49,-54,-50,0,3
-53,-53,-53,-67,3
-50,-54,-51,-64,3
0,-51,-53,-68,3
-46,-52,-54,-66,3
-54,-42,-49,-54,4
-56,-40,-51,-56,4
-54,-41,-51,-52,4
-55,-46,-51,-52,4
-64,-37,-51,-50,4
-57,-53,-62,-53,4
-63,-41,-51,-59,4
-58,-50,-46,-63,4
-55,-51,-47,-62,4
-53,-58,-44,-60,4
-56,-55,-42,-63,4
-56,-54,-42,-65,4
-61,-51,-42,-63,4
-54,-56,-41,-68,4
-53,-54,-44,-64,4
-53,-49,-47,-72,4
-53,-48,-49,-68,4
-46,-49,-47,-52,4
-47,-47,-44,-55,4
-48,-43,-43,-55,4
-60,-48,-44,-61,4
-59,-56,-47,-54,4
-61,-54,-44,-56,4
-58,-45,-46,-51,4
-57,-41,-47,-57,4
-56,-48,-43,-63,4
-61,-46,-47,-63,4
-61,-44,-48,-70,4
-56,-42,-48,-63,4
-55,-43,-47,-56,4
-58,-42,-48,-55,4
-64,-41,-46,-56,4
-57,-45,-48,-63,4
-64,-43,-47,-59,4
-57,-42,-42,-64,4
-57,-46,-47,-55,4
-62,-43,-44,-58,4
-71,-44,-47,-61,4
-71,-45,-45,-66,4
-58,-48,-42,-58,4
-64,-44,-44,-63,4
-62,-44,-46,-51,4
-55,-48,-44,-71,4
-55,-48,-42,-61,4
-56,-48,-42,-58,4
-59,-42,-46,-60,4
-64,-47,-46,-56,4
-55,-50,-43,-52,4
-57,-50,-45,-51,4
-52,-50,0,-51,4
-54,-55,-45,-51,4
-62,-54,-44,-53,4
-53,-49,-46,-55,4
-57,-37,-52,-58,4
-56,-38,-54,-49,4
-55,-40,-53,-46,4
-58,-50,-52,-47,4
-53,-43,-55,-53,4
-54,-46,-57,-53,4
-62,-50,-54,-54,4
-52,-40,-55,-55,4
-60,-43,-53,-55,4
-60,-41,-55,-48,4
-52,-46,-53,-52,4
-50,-42,-59,-52,4
-55,-41,-47,-58,4
-53,-43,-49,-62,4
-51,-43,-52,-55,4
-50,-47,-53,-49,4
-50,-41,-53,-50,4
-50,-38,-51,-54,4
-51,-39,0,-48,4
-51,-40,-53,-51,4
-50,-44,-54,-50,4
-46,-45,-54,-49,4
-51,-38,-52,-51,4
-50,-38,-52,-56,4
-55,-37,-51,-47,4
-53,-40,-49,-49,4
-60,-37,-50,-45,4
-61,-40,-50,-46,4
-52,-39,-48,-54,4
-50,-39,-47,-55,4
-49,-39,-49,-53,4
-50,-41,-46,-55,4
-53,-40,-49,-62,4
-49,-42,-44,-52,4
-55,-39,-45,-57,4
-54,-39,-51,-51,4
-53,-36,-49,-47,4
-59,-39,-48,-49,4
-61,-43,-48,-50,4
-54,-41,-57,-48,4
-60,-40,-56,-45,4
-61,-47,-52,-47,4
-58,-42,-52,-45,4
-63,-42,-53,-54,4
-57,-39,-46,-49,4
-55,-45,-49,-53,4
-50,-49,-50,-53,4
-51,-52,-50,-51,4
-48,-49,-47,-54,4
-55,-51,-45,-53,4
-62,-59,-44,-53,4
-49,-61,-47,-53,4
-50,-58,-45,-53,4
-58,-53,-44,-54,4
-53,-62,0,-58,4
-45,-56,-44,-67,4
-51,-58,-42,-64,4
-53,-54,-44,-57,4
-50,-52,-45,-60,4
-54,-55,-43,-56,4
-54,-58,-43,-58,4
-57,-47,-44,-57,4
-51,-48,-48,-56,4
-58,-47,-44,-58,4
-48,-52,-43,-63,4
-50,-51,-43,-58,4
-64,-61,-42,-59,4
-53,-51,-44,-64,4
-56,-55,-45,-61,4
-46,-51,-47,-52,4
-56,-52,-43,-58,4
-50,-51,-42,-65,4
-56,-50,-43,-58,4
-54,-52,-44,-62,4
-52,-53,-43,-65,4
-48,-53,-46,-61,4
-54,-51,-44,-59,4
-49,-50,-44,-58,4
-46,-50,-48,-58,4
-46,-54,-47,-64,4
-50,-50,-45,-58,4
-55,-91,-44,-57,4
0,-49,-44,-57,4
-52,-50,-44,-57,4
-52,-50,-44,-58,4
-48,-55,-49,-61,4
-54,-54,-45,-65,4
-45,-41,-46,-63,4
-62,-42,-46,-56,4
-57,-38,-50,-51,4
-63,-38,-51,-51,4
-54,-41,-50,-43,4
-54,-41,-52,-46,4
-56,-42,-51,-45,4
-55,-37,-50,-50,4
-62,-39,-47,-57,4
-57,-41,-52,-55,4
-68,-47,-66,-56,4
-54,-47,-57,-60,4
-56,-52,-53,-60,4
-52,-55,-50,-61,4
-72,-52,-45,-59,4
-65,-51,-42,-57,4
-55,-51,-43,-58,4
-68,-51,-45,-56,4
-64,-50,-43,-55,4
-57,-54,-44,-57,4
-66,-43,-46,-55,4
-69,-53,-44,-59,4
-54,-49,-43,-61,4
-73,-45,-44,-64,4
-78,-47,-41,-61,4
-51,-47,-42,-61,4
-70,-47,-46,-55,4
-62,-50,-47,-61,4
-53,-50,-43,-58,4
-66,-48,-42,-54,4
-73,-45,-44,-57,4
-79,-54,-49,-60,4
-49,-54,-49,-59,4
-48,-49,-51,-71,4
-51,-53,-47,-67,4
-51,-49,-47,-66,4
-49,-49,-46,-63,4
-53,-48,-48,-64,4
-61,-60,-45,-53,4
-51,-48,-47,-55,4
-57,-44,-45,-54,4
-62,-43,-45,-53,4
-52,-42,-50,-56,4
-50,-42,-52,-65,4
-51,-44,-52,-64,4
-52,-44,-52,-60,4
-56,-44,-55,-57,4
-54,-44,-56,-56,4
-52,-43,-49,-58,4
-69,-47,-51,-52,4
-55,-37,-47,-53,4
-48,-42,-49,-57,4
-56,-55,-52,-51,4
-53,-49,-44,-68,4
-61,-42,-43,-53,4
-56,-40,-41,-52,4
-52,-40,-40,-53,4
-52,-41,-40,-50,4
-50,-39,-42,-50,4
-51,-39,0,-50,4
-61,-35,-53,-49,5
-58,-31,-54,-47,5
-57,-30,-54,-50,5
-54,-29,-55,-50,5
-54,-29,-54,-46,5
-58,-31,-60,-46,5
-61,-31,-54,-47,5
-58,-31,-57,-47,5
-58,-31,-54,-50,5
-59,-31,-55,-47,5
-58,-31,-57,-48,5
-58,-31,-62,-46,5
-52,-39,-57,-54,5
-52,-41,-51,-51,5
-55,-55,-49,-48,5
-57,-59,-49,-51,5
-50,-47,-51,-50,5
-51,-34,-50,-63,5
-59,-39,-47,-54,5
-67,-40,-53,-66,5
-63,-34,-42,-65,5
-68,-41,-51,-55,5
-58,-35,-55,-51,5
-62,-41,-54,-47,5
-62,-41,-63,-58,5
-66,-37,-54,-48,5
-62,-37,-49,-56,5
-63,-41,-45,-52,5
-63,-43,-50,-52,5
-65,-34,-48,-54,5
-67,-35,-59,-52,5
-64,-45,-53,-54,5
-63,-38,-56,-52,5
-59,-37,-64,-63,5
-57,-33,-49,-51,5
-71,-29,-56,-54,5
-60,-31,-63,-50,5
-58,-27,-66,-51,5
-64,-35,-57,-52,5
-63,-35,-53,-49,5
-59,-33,-58,-63,5
-58,-35,-57,-50,5
-62,-35,-56,-50,5
-59,-36,-59,-51,5
-70,-36,-57,-49,5
-64,-35,-54,-51,5
-61,-33,-56,-49,5
-55,-32,-53,-51,5
-62,-30,-52,-50,5
-63,-30,-54,-52,5
-62,-31,-52,-51,5
-67,-33,-52,-50,5
-56,-34,-55,-51,5
-62,-43,-54,-49,5
-62,-50,-46,-50,5
-63,-60,-48,-50,5
-66,-54,-51,-50,5
-54,-54,-47,-54,5
-57,-59,-52,-50,5
-61,-55,-49,-51,5
-53,-50,-47,-52,5
-57,-55,-53,-54,5
-64,-55,-51,-50,5
-63,-48,-51,-50,5
-58,-47,-50,-53,5
0,-58,-48,-56,5
-63,-54,-50,-64,5
-52,-50,-52,-63,5
0,-51,-43,-67,5
-52,-48,-44,-57,5
-53,-52,-44,-57,5
-56,-53,-44,-56,5
-58,-56,-47,-64,5
-57,-54,-46,-62,5
-61,-56,-45,-60,5
-54,-54,-45,-59,5
-55,-52,-47,-58,5
-76,-49,-52,-65,5
-57,-62,-47,-52,5
-63,-42,-46,-53,5
-52,-35,-50,-66,5
-61,-35,-49,-63,5
-62,-43,-48,-63,5
-68,-40,-48,-56,5
-61,-36,-43,-54,5
-73,-37,-44,-56,5
-61,-39,-49,-62,5
-67,-42,-56,-50,5
-68,-41,-52,-54,5
-66,-45,-53,-58,5
-74,-44,-54,-57,5
-65,-58,-52,-58,5
-65,-39,-57,-59,5
-59,-39,-44,-53,5
-61,-38,-43,-56,5
-64,-37,-44,-50,5
-65,-34,-45,-57,5
-63,-34,-50,-55,5
-59,-33,-52,-50,5
-72,-44,-52,-61,5
-69,-33,-48,-52,5
-64,-30,-46,-48,5
-65,-37,-46,-50,5
-63,-37,-46,-50,5
-68,-37,-50,-51,5
-63,-39,-51,-50,5
-63,-37,-45,-53,5
-61,-38,-44,-59,5
-61,-40,-47,-51,5
-63,-35,-54,-51,5
-73,-32,-56,-50,5
-61,-33,0,-48,5
-72,-30,-60,-47,5
-57,-29,-55,-58,5
-65,-29,-54,-55,5
-55,-30,-53,-60,5
-64,-36,-55,-51,5
-51,-47,-51,-47,5
-64,-40,-57,-49,5
-63,-30,-49,-54,5
-54,-31,-58,-50,5
-57,-39,-52,-47,5
-67,-40,-51,-50,5
-61,-64,-55,-50,5
-58,-40,-46,-57,5
-65,-42,-53,-69,5
-55,-39,-47,-54,5
-64,-44,-46,-64,5
-61,-35,-53,-70,5
-61,-39,-52,-53,5
-65,-37,-47,-58,5
-62,-35,-46,-56,5
-67,-36,-49,-55,5
-54,-37,-50,-61,5
-63,-37,-48,-62,5
-63,-35,-49,-53,5
-59,-41,-49,-54,5
-65,-33,-49,-49,5
-62,-36,-47,-65,5
-75,-41,-50,-56,5
-60,-35,-45,-52,5
-65,-37,-48,-55,5
-76,-39,-46,-49,5
-63,-34,-54,-50,5
-65,-31,-50,-58,5
0,-39,-44,-54,5
-63,-39,-45,-53,5
-67,-35,-49,-51,5
-60,-35,-47,-54,5
-63,-32,-45,-56,5
-64,-33,-43,-52,5
-59,-38,-41,-64,5
-66,-38,-44,-53,5
-62,-35,-46,-51,5
-57,-37,-42,-50,5
-65,-36,-50,-54,5
-59,-36,-50,-49,5
-71,-36,-49,-53,5
-59,-34,-48,-54,5
-62,-34,-51,-53,5
-63,-40,-50,-51,5
-66,-36,-49,-56,5
-61,-40,-47,-57,5
-55,-36,-44,-52,5
-55,-44,-50,-63,5
-58,-56,-48,-46,5
-63,-45,-48,-51,5
-67,-42,-51,-54,5
-73,-31,-52,-55,5
-64,-32,-62,-48,5
0,-28,-57,-52,5
-62,-30,-56,-59,5
-68,-34,-50,-50,5
-70,-34,-50,-54,5
-55,-35,-48,-53,5
-56,-50,-51,-50,5
-57,-50,-57,-53,5
-71,-40,-48,-53,5
-56,-41,-51,-49,5
-73,-32,-52,-48,5
-50,-35,-55,-50,5
-54,-36,-55,-50,5
-54,-31,-51,-45,5
-59,-32,-54,-47,5
-52,-32,-53,-51,5
-57,-34,-58,-46,5
-61,-32,-56,-49,5
-60,-31,-55,-49,5
-66,-30,-61,-50,5
-58,-30,-55,-54,5
-68,-32,-56,-52,5
-64,-30,0,-50,5
-56,-30,-56,-51,5
-55,-38,-50,-54,5
-56,-47,-51,-50,5
-50,-56,-50,-47,5
-61,-56,-49,-50,5
-68,-51,-50,-50,5
-54,-35,-52,-47,5
0,-34,-53,-44,5
-59,-41,-56,-72,6
-64,-34,-53,-62,6
-63,-36,-54,-85,6
-60,-35,-53,-57,6
-64,-34,-56,-62,6
-62,-34,-56,-62,6
